<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.03.22	1.30988	1.31382	1.30278	1.30435	135631	128846289000	9
2016.03.23	1.30439	1.32190	1.30377	1.32042	120268	107133788000	9
2016.03.24	1.32042	1.32957	1.32027	1.32415	126610	126384230000	9
2016.03.25	1.32415	1.32841	1.32247	1.32601	53815	53205008000	9
2016.03.28	1.32679	1.32845	1.31667	1.31862	94778	111824844000	9
2016.03.29	1.31835	1.32153	1.30502	1.30711	144561	145095139000	9
2016.03.30	1.30675	1.30804	1.29117	1.29641	175843	176709523000	9
2016.03.31	1.29638	1.30104	1.28571	1.30042	162651	164938369000	9
2016.04.01	1.30009	1.31467	1.29681	1.30118	158915	171811078000	9
2016.04.04	1.30222	1.30870	1.30022	1.30845	137832	138870578000	9
2016.04.05	1.30859	1.32184	1.30674	1.31355	160699	181902633000	9
2016.04.06	1.31345	1.31861	1.30625	1.30877	162036	166740433000	9
2016.04.07	1.30853	1.31803	1.30182	1.31419	164068	170016805000	9
2016.04.08	1.31463	1.31560	1.29516	1.29700	157435	159882317000	9
2016.04.11	1.29800	1.30155	1.28849	1.28972	160610	151001835000	9
2016.04.12	1.28966	1.29201	1.27495	1.27586	159298	161954591000	9
2016.04.13	1.27578	1.28277	1.27442	1.28148	171043	162718751000	9
2016.04.14	1.28126	1.28972	1.27817	1.28429	144086	150016138000	9
2016.04.15	1.28433	1.29023	1.27966	1.28148	136834	148514822000	9
2016.04.18	1.29459	1.29894	1.27781	1.27820	161521	156160607000	9
2016.04.19	1.27827	1.27963	1.26304	1.26692	163506	168923613000	9
2016.04.20	1.26667	1.27295	1.25926	1.26523	152644	156230601000	9
2016.04.21	1.26469	1.27495	1.26275	1.27334	138246	137053784000	9
2016.04.22	1.27297	1.27578	1.26217	1.26715	154028	154849128000	9
2016.04.25	1.26518	1.27170	1.26504	1.26765	131396	133895398000	9
2016.04.26	1.26760	1.26856	1.25946	1.26014	131825	132370538000	9
2016.04.27	1.26003	1.26938	1.25709	1.25974	138180	143582024000	9
2016.04.28	1.25962	1.26059	1.25147	1.25521	172176	168013503000	9
2016.04.29	1.25504	1.25869	1.24980	1.25495	170776	173949553000	9
2016.05.02	1.25526	1.25621	1.25128	1.25273	144647	162851917000	9
2016.05.03	1.25253	1.27310	1.24606	1.27236	181394	196319821000	9
2016.05.04	1.27203	1.28853	1.26967	1.28669	170135	180271463000	9
2016.05.05	1.28690	1.28747	1.27851	1.28528	151529	167286158000	9
2016.05.06	1.28515	1.29515	1.28352	1.28986	156429	180524568000	9
2016.05.09	1.29436	1.30150	1.29056	1.29620	145546	159637999000	9
2016.05.10	1.29613	1.29798	1.29076	1.29086	135328	146439971000	9
2016.05.11	1.29067	1.29416	1.28297	1.28503	135742	147830194000	9
